,n_cells_by_counts,mean_counts,pct_dropout_by_counts
TRPC1,120,0.02283795130142737,97.98488664987406
PCOLCE2,359,0.07120067170445005,93.97145256087322
RP11-372E1.4,1,0.00016792611251049538,99.98320738874895
PAQR9,0,0.0,100.0
PAQR9-AS1,0,0.0,100.0
U2SURP,1357,0.35382031905961375,77.21242653232578
RP11-91G21.1,26,0.00436607892527288,99.56339210747271
RP11-80H8.3,0,0.0,100.0
CHST2,202,0.04769101595298069,96.607892527288
RP11-80H8.4,3,0.0005037783375314861,99.94962216624685
SLC9A9,264,0.051217464315701094,95.56675062972292
RP13-635I23.3,1,0.00016792611251049538,99.98320738874895
SLC9A9-AS1,0,0.0,100.0
SLC9A9-AS2,0,0.0,100.0
DIPK2A,324,0.06968933669185558,94.55919395465995
RP11-88H10.2,0,0.0,100.0
RP11-88H10.3,0,0.0,100.0
RP11-274H2.5,7,0.0011754827875734676,99.88245172124265
RP11-274H2.2,0,0.0,100.0
LNCSRLR,2,0.00033585222502099076,99.9664147774979
PLOD2,393,0.08513853904282116,93.40050377833752
PLSCR4,530,0.11335012594458438,91.09991603694374
PLSCR2,2,0.00033585222502099076,99.9664147774979
PLSCR1,992,0.2772460117548279,83.34172963895887
PLSCR5,0,0.0,100.0
PLSCR5-AS1,0,0.0,100.0
RP11-649A16.1,0,0.0,100.0
LINC02010,0,0.0,100.0
ZIC4,9,0.00218303946263644,99.84886649874055
ZIC4-AS1,0,0.0,100.0
ZIC1,20,0.0036943744752308983,99.664147774979
RP11-78O22.1,0,0.0,100.0
RP11-71N10.1,6,0.0010075566750629723,99.8992443324937
RP11-639B1.3,0,0.0,100.0
LINC02032,0,0.0,100.0
RP11-639B1.2,0,0.0,100.0
RP11-501O2.1,0,0.0,100.0
RP11-501O2.3,0,0.0,100.0
LINC02045,0,0.0,100.0
LINC02046,0,0.0,100.0
RP11-455G2.1,1,0.00016792611251049538,99.98320738874895
AGTR1,152,0.029219143576826197,97.44752308984047
CPB1,65,0.013937867338371117,98.90848026868177
RP11-680B3.2,0,0.0,100.0
CPA3,540,0.17951301427371957,90.93198992443325
RP11-680B3.5,0,0.0,100.0
GYG1,679,0.1528127623845508,88.59781696053737
HLTF,299,0.05927791771620487,94.97900923593619
HLTF-AS1,0,0.0,100.0
HPS3,284,0.05575146935348447,95.23089840470193
CP,316,0.06095717884130982,94.69353484466835
RP11-206M11.5,0,0.0,100.0
RP11-206M11.7,1,0.00016792611251049538,99.98320738874895
TM4SF18,191,0.04063811922753988,96.79261125104955
TM4SF1,1375,0.689504617968094,76.91015952980689
TM4SF1-AS1,17,0.0028547439126784214,99.71452560873216
RP11-278L15.2,0,0.0,100.0
TM4SF4,1,0.00016792611251049538,99.98320738874895
WWTR1,1689,0.5138539042821159,71.63727959697734
WWTR1-IT1,4,0.0006717044500419815,99.9328295549958
WWTR1-AS1,7,0.0011754827875734676,99.88245172124265
COMMD2,584,0.1313182199832074,90.19311502938707
ANKUB1,2,0.00033585222502099076,99.9664147774979
RNF13,937,0.2288832913518052,84.2653232577666
PFN2,599,0.13568429890848027,89.94122586062132
RP11-651P23.5,0,0.0,100.0
RP11-167H9.4,0,0.0,100.0
LINC01998,0,0.0,100.0
RP11-167H9.5,0,0.0,100.0
LINC01213,2,0.0005037783375314861,99.9664147774979
LINC01214,48,0.010243492863140219,99.19395465994963
RP11-145F16.3,1,0.00016792611251049538,99.98320738874895
TSC22D2,481,0.09874055415617128,91.92275398824518
SERP1,1699,0.6376154492023509,71.46935348446684
EIF2A,1074,0.31821998320738876,81.9647355163728
SELENOT,895,0.254911838790932,84.97061293031066
ERICH6,4,0.0006717044500419815,99.9328295549958
ERICH6-AS1,51,0.008564231738035265,99.14357682619648
RP11-103G8.5,2,0.00033585222502099076,99.9664147774979
SIAH2,498,0.11486146095717883,91.63727959697732
SIAH2-AS1,3,0.0005037783375314861,99.94962216624685
CLRN1-AS1,0,0.0,100.0
MINDY4B,2,0.00033585222502099076,99.9664147774979
RP11-166N6.2,0,0.0,100.0
CLRN1,2,0.00033585222502099076,99.9664147774979
MED12L,17,0.003022670025188917,99.71452560873216
GPR171,34,0.005709487825356843,99.42905121746432
P2RY14,198,0.038790931989924435,96.6750629722922
RP11-25K24.3,1,0.00016792611251049538,99.98320738874895
GPR87,540,0.22535684298908482,90.93198992443325
P2RY13,147,0.02653232577665827,97.53148614609572
P2RY12,7,0.001343408900083963,99.88245172124265
IGSF10,261,0.052225020990764065,95.61712846347608
LINC02066,8,0.001343408900083963,99.8656591099916
AADACL2,305,0.11183879093198992,94.8782535684299
AADACL2-AS1,0,0.0,100.0
AADAC,61,0.012426532325776658,98.97565071368598
SUCNR1,90,0.017632241813602016,98.48866498740554
RP11-246A10.1,4,0.0006717044500419815,99.9328295549958
MBNL1,1984,0.6923593618807724,66.68345927791772
MBNL1-AS1,167,0.033753148614609575,97.19563392107473
RP11-362A9.3,0,0.0,100.0
RP11-788A4.1,0,0.0,100.0
RP11-788A4.3,0,0.0,100.0
P2RY1,240,0.05373635600335852,95.96977329974811
RP11-529G21.2,0,0.0,100.0
RAP2B,939,0.2367758186397985,84.23173803526448
RP11-292E2.1,1,0.00033585222502099076,99.98320738874895
RP11-292E2.2,0,0.0,100.0
LINC02006,0,0.0,100.0
LINC02877,0,0.0,100.0
RP11-217E22.5,0,0.0,100.0
ARHGEF26-AS1,10,0.0020151133501259445,99.8320738874895
ARHGEF26,314,0.07204030226700252,94.72712006717045
DHX36,902,0.20856423173803526,84.85306465155331
GPR149,0,0.0,100.0
RP11-656A15.1,0,0.0,100.0
RP11-439C8.1,0,0.0,100.0
RP11-439C8.2,0,0.0,100.0
MME,386,0.08345927791771621,93.51805205709488
MME-AS1,0,0.0,100.0
LINC01487,0,0.0,100.0
STRIT1,1,0.00016792611251049538,99.98320738874895
RP11-451G4.3,0,0.0,100.0
PLCH1,9,0.00218303946263644,99.84886649874055
PLCH1-AS1,0,0.0,100.0
PLCH1-AS2,0,0.0,100.0
RP11-674E16.4,0,0.0,100.0
C3orf33,51,0.009571788413098237,99.14357682619648
SLC33A1,364,0.07741393786733837,93.88748950461797
RP11-674E16.6,3,0.0006717044500419815,99.94962216624685
GMPS,644,0.15365239294710328,89.1855583543241
RP11-704O17.1,0,0.0,100.0
KCNAB1,34,0.005877413937867338,99.42905121746432
RP11-791I24.5,46,0.008228379513014274,99.22753988245172
KCNAB1-AS2,0,0.0,100.0
KCNAB1-AS1,1,0.00016792611251049538,99.98320738874895
RP11-305K5.1,85,0.015113350125944584,98.5726280436608
SSR3,1851,0.7010915197313182,68.91687657430731
TIPARP-AS1,69,0.01309823677581864,98.84130982367758
TIPARP,466,0.12157850545759866,92.17464315701092
LINC00886,15,0.0025188916876574307,99.74811083123426
LEKR1,13,0.00218303946263644,99.78169605373635
LINC00880,0,0.0,100.0
LINC02029,0,0.0,100.0
LINC00881,1,0.00016792611251049538,99.98320738874895
CCNL1,919,0.2475230898404702,84.56759026028547
RP11-555M1.3,0,0.0,100.0
RP11-550I24.2,35,0.0068849706129303105,99.41225860621327
RP11-550I24.4,0,0.0,100.0
VEPH1,41,0.008228379513014274,99.31150293870697
PTX3,162,0.035768261964735516,97.27959697732997
RP11-109B8.2,0,0.0,100.0
RP11-290K4.2,0,0.0,100.0
RP11-290K4.1,0,0.0,100.0
SHOX2,265,0.05188916876574307,95.54995801847187
RSRC1,914,0.20688497061293032,84.65155331654073
RP11-538P18.2,29,0.006045340050377834,99.51301427371956
MLF1,216,0.04130982367758186,96.37279596977329
GFM1,564,0.14055415617128464,90.52896725440806
LXN,323,0.06817800167926112,94.575986565911
RP11-379F4.7,4,0.0006717044500419815,99.9328295549958
RARRES1,199,0.06918555835432409,96.65827036104115
MFSD1,1073,0.2906801007556675,81.98152812762385
RP11-379F4.4,34,0.005877413937867338,99.42905121746432
RP11-379F4.8,8,0.0015113350125944584,99.8656591099916
RP11-379F4.9,8,0.0015113350125944584,99.8656591099916
IQCJ-SCHIP1,25,0.004701931150293871,99.58018471872376
IQCJ,2,0.00033585222502099076,99.9664147774979
RP11-564C24.2,0,0.0,100.0
IQCJ-SCHIP1-AS1,0,0.0,100.0
SCHIP1,8,0.001343408900083963,99.8656591099916
IL12A-AS1,2,0.00033585222502099076,99.9664147774979
IL12A,2,0.00033585222502099076,99.9664147774979
LINC01100,0,0.0,100.0
C3orf80,40,0.007388748950461797,99.32829554995803
IFT80,309,0.0617968094038623,94.81108312342569
SMC4,1015,0.26834592779177163,82.95549958018472
TRIM59,162,0.030730478589420653,97.27959697732997
KPNA4,1152,0.29672544080604535,80.65491183879094
ARL14,11,0.0020151133501259445,99.81528127623845
RP11-16N11.2,13,0.002686817800167926,99.78169605373635
PPM1L,247,0.04752308984047019,95.85222502099077
B3GALNT1,273,0.05407220822837951,95.41561712846347
NMD3,548,0.12124265323257767,90.79764903442485
SPTSSB,494,0.20822837951301426,91.70445004198153
LINC02067,6,0.0010075566750629723,99.8992443324937
RP11-3P17.5,2,0.00033585222502099076,99.9664147774979
OTOL1,0,0.0,100.0
RP11-686L6.1,0,0.0,100.0
RP11-774I5.1,0,0.0,100.0
RP11-10O22.1,0,0.0,100.0
LINC01192,0,0.0,100.0
RP11-418B12.1,0,0.0,100.0
LINC01323,0,0.0,100.0
LINC01324,0,0.0,100.0
SI,0,0.0,100.0
LINC02023,0,0.0,100.0
SLITRK3,1,0.00016792611251049538,99.98320738874895
LINC01322,2,0.00033585222502099076,99.9664147774979
BCHE,88,0.017632241813602016,98.52225020990764
LINC01326,0,0.0,100.0
RP11-12K11.2,0,0.0,100.0
ZBBX,0,0.0,100.0
LINC01327,0,0.0,100.0
SERPINI2,3,0.0005037783375314861,99.94962216624685
WDR49,4,0.0006717044500419815,99.9328295549958
PDCD10,820,0.22031905961376994,86.23005877413938
SERPINI1,126,0.024013434089000838,97.88413098236775
RP11-413G22.3,7,0.001343408900083963,99.88245172124265
RP11-298O21.3,0,0.0,100.0
GOLIM4,1342,0.35852225020990763,77.46431570109151
RP11-407H3.1,0,0.0,100.0
RP11-637O11.2,0,0.0,100.0
LINC02082,0,0.0,100.0
RP11-368I23.3,0,0.0,100.0
RP11-368I23.4,0,0.0,100.0
LINC01997,0,0.0,100.0
MECOM,103,0.01964735516372796,98.2703610411419
MECOM-AS1,2,0.00033585222502099076,99.9664147774979
RP11-3K16.2,0,0.0,100.0
TERC,8,0.0016792611251049538,99.8656591099916
ACTRT3,38,0.0068849706129303105,99.36188077246013
RP11-816J6.3,6,0.0010075566750629723,99.8992443324937
MYNN,288,0.05961376994122586,95.16372795969772
RP11-362K14.5,2,0.00033585222502099076,99.9664147774979
LRRC34,62,0.011418975650713686,98.95885810243493
RP11-362K14.7,1,0.00016792611251049538,99.98320738874895
RP11-362K14.6,17,0.0028547439126784214,99.71452560873216
LRRIQ4,0,0.0,100.0
LRRC31,1,0.00016792611251049538,99.98320738874895
SAMD7,0,0.0,100.0
RP11-379K17.4,0,0.0,100.0
SEC62,2442,0.802350965575147,58.99244332493703
SEC62-AS1,0,0.0,100.0
GPR160,75,0.013769941225860621,98.74055415617129
PHC3,485,0.10025188916876575,91.85558354324097
PRKCI,444,0.10361041141897565,92.544080604534
RP11-543D10.2,0,0.0,100.0
SKIL,825,0.19177162048698573,86.14609571788414
RP11-469J4.3,0,0.0,100.0
CLDN11,191,0.039798488664987405,96.79261125104955
SLC7A14-AS1,1,0.00016792611251049538,99.98320738874895
SLC7A14,2,0.00033585222502099076,99.9664147774979
RP11-373E16.3,0,0.0,100.0
RP11-373E16.6,0,0.0,100.0
RP11-373E16.4,1,0.00033585222502099076,99.98320738874895
RPL22L1,1534,0.7991603694374475,74.24013434089001
EIF5A2,202,0.04114189756507137,96.607892527288
RP11-114D6.2,0,0.0,100.0
SLC2A2,0,0.0,100.0
TNIK,102,0.0181360201511335,98.28715365239294
RP11-185E8.1,0,0.0,100.0
PLD1,442,0.11167086481947942,92.5776658270361
TMEM212-AS1,0,0.0,100.0
TMEM212,0,0.0,100.0
TMEM212-IT1,0,0.0,100.0
RP11-163H6.1,0,0.0,100.0
FNDC3B,1140,0.26985726280436606,80.85642317380352
GHSR,0,0.0,100.0
TNFSF10,1153,0.38824517212426535,80.63811922753989
LINC02068,0,0.0,100.0
NCEH1,241,0.05037783375314862,95.95298068849706
RP11-816B4.3,0,0.0,100.0
ECT2,271,0.05743073047858942,95.44920235096558
SPATA16,0,0.0,100.0
RP11-324C10.1,0,0.0,100.0
NLGN1,15,0.0025188916876574307,99.74811083123426
NLGN1-AS1,0,0.0,100.0
NAALADL2,128,0.02367758186397985,97.85054575986565
NAALADL2-AS3,0,0.0,100.0
NAALADL2-AS2,0,0.0,100.0
RP11-292L5.1,0,0.0,100.0
NAALADL2-AS1,0,0.0,100.0
RP11-809F4.3,0,0.0,100.0
LINC01208,13,0.0033585222502099076,99.78169605373635
LINC01209,1,0.00016792611251049538,99.98320738874895
TBL1XR1,1258,0.34424853064651556,78.87489504617969
TBL1XR1-AS1,0,0.0,100.0
LINC00501,0,0.0,100.0
RP11-706D8.3,0,0.0,100.0
LINC00578,12,0.0020151133501259445,99.7984886649874
RP11-114M1.2,2,0.00033585222502099076,99.9664147774979
RP11-114M1.1,0,0.0,100.0
LINC02015,1,0.00016792611251049538,99.98320738874895
RP11-2L8.1,0,0.0,100.0
RP11-2L8.2,0,0.0,100.0
RP11-2L8.3,0,0.0,100.0
RP11-33A14.1,0,0.0,100.0
KCNMB2,0,0.0,100.0
LINC01014,0,0.0,100.0
KCNMB2-AS1,6,0.0010075566750629723,99.8992443324937
ZMAT3,514,0.10629722921914357,91.36859781696054
RP11-360P21.2,0,0.0,100.0
PIK3CA,525,0.1054575986565911,91.183879093199
KCNMB3,34,0.005877413937867338,99.42905121746432
ZNF639,371,0.07691015952980688,93.76994122586062
RP11-255C15.3,3,0.0005037783375314861,99.94962216624685
MFN1,596,0.14827875734676743,89.99160369437448
GNB4,1293,0.37061293031066334,78.28715365239294
AC007620.3,3,0.0005037783375314861,99.94962216624685
RP11-145M9.5,5,0.0010075566750629723,99.91603694374476
ACTL6A,580,0.14089000839630564,90.26028547439127
RP11-15L13.4,0,0.0,100.0
RP11-145M9.6,12,0.0020151133501259445,99.7984886649874
MRPL47,703,0.17682619647355163,88.19479429051218
NDUFB5,1004,0.2841309823677582,83.14021830394627
USP13,194,0.035600335852225024,96.74223341729639
PEX5L,2,0.00033585222502099076,99.9664147774979
PEX5L-AS1,0,0.0,100.0
PEX5L-AS2,0,0.0,100.0
RP11-791G22.3,0,0.0,100.0
LINC02053,0,0.0,100.0
RP11-496B10.3,0,0.0,100.0
TTC14,491,0.09303106633081444,91.75482787573468
CCDC39,25,0.004869857262804366,99.58018471872376
CCDC39-AS1,0,0.0,100.0
RP11-496B10.6,21,0.0036943744752308983,99.64735516372795
FXR1,1049,0.2730478589420655,82.38455079764904
DNAJC19,723,0.19345088161209067,87.85894206549119
SOX2-OT,17,0.0028547439126784214,99.71452560873216
RP11-275H4.1,0,0.0,100.0
RP11-4B14.3,0,0.0,100.0
SOX2,11,0.0020151133501259445,99.81528127623845
LINC01206,1,0.00016792611251049538,99.98320738874895
RP11-416O18.4,2,0.00033585222502099076,99.9664147774979
RP11-416O18.2,0,0.0,100.0
RP11-416O18.3,0,0.0,100.0
RP11-338L18.1,0,0.0,100.0
LINC01994,3,0.0005037783375314861,99.94962216624685
LINC01995,2,0.00033585222502099076,99.9664147774979
RP11-139K4.5,0,0.0,100.0
LINC02031,0,0.0,100.0
RP11-646E18.4,6,0.0011754827875734676,99.8992443324937
RP11-225N10.1,0,0.0,100.0
ATP11B,693,0.18354324097397146,88.36272040302266
RP11-531F16.4,13,0.0023509655751469353,99.78169605373635
DCUN1D1,711,0.1563392107472712,88.06045340050377
MCCC1,240,0.05172124265323258,95.96977329974811
MCCC1-AS1,0,0.0,100.0
LAMP3,228,0.0619647355163728,96.1712846347607
MCF2L2,9,0.0016792611251049538,99.84886649874055
B3GNT5,468,0.13031066330814442,92.14105793450882
KLHL6,56,0.010747271200671704,99.05961376994122
KLHL6-AS1,0,0.0,100.0
KLHL24,422,0.08379513014273719,92.9135180520571
YEATS2,285,0.055415617128463476,95.21410579345088
YEATS2-AS1,3,0.0005037783375314861,99.94962216624685
MAP6D1,86,0.016288832913518052,98.55583543240975
PARL,748,0.18119227539882451,87.43912678421495
ABCC5,344,0.07472712006717044,94.22334172963896
ABCC5-AS1,0,0.0,100.0
HTR3D,0,0.0,100.0
HTR3C,1,0.00016792611251049538,99.98320738874895
HTR3E-AS1,0,0.0,100.0
HTR3E,0,0.0,100.0
RP11-778D9.13,2,0.00033585222502099076,99.9664147774979
EIF2B5-DT,3,0.0005037783375314861,99.94962216624685
EIF2B5,636,0.1706129303106633,89.31989924433249
DVL3,594,0.1355163727959698,90.02518891687657
AP2M1,1890,0.7966414777497901,68.26196473551637
ABCF3,464,0.10344248530646516,92.20822837951302
VWA5B2,1,0.00016792611251049538,99.98320738874895
ALG3,607,0.14878253568429892,89.80688497061293
EEF1AKMT4,174,0.03341729638958858,97.07808564231738
CAMK2N2,5,0.0008396305625524769,99.91603694374476
ECE2,0,0.0,100.0
PSMD2,1367,0.5005877413937867,77.04450041981528
EIF4G1,1882,0.726448362720403,68.39630562552476
FAM131A,210,0.04214945424013434,96.4735516372796
CLCN2,46,0.008060453400503778,99.22753988245172
POLR2H,686,0.17565071368597818,88.48026868178002
THPO,10,0.0016792611251049538,99.8320738874895
CHRD,232,0.04668345927791771,96.1041141897565
LINC02054,3,0.0005037783375314861,99.94962216624685
LINC01839,1,0.00016792611251049538,99.98320738874895
LINC01840,0,0.0,100.0
EPHB3,662,0.19764903442485307,88.8832913518052
MAGEF1,521,0.11335012594458438,91.25104953820319
RP11-329B9.4,22,0.0041981528127623844,99.6305625524769
LINC02069,0,0.0,100.0
RP11-329B9.3,4,0.0006717044500419815,99.9328295549958
RP11-329B9.5,6,0.0010075566750629723,99.8992443324937
RP11-329B9.6,0,0.0,100.0
VPS8,368,0.07556675062972293,93.82031905961377
C3orf70,94,0.018807724601175482,98.42149454240135
EHHADH-AS1,0,0.0,100.0
EHHADH,131,0.027371956339210746,97.80016792611251
MAP3K13,590,0.14021830394626364,90.09235936188077
TMEM41A,430,0.10394626364399664,92.7791771620487
RP11-110C15.5,7,0.0011754827875734676,99.88245172124265
LIPH,140,0.035600335852225024,97.64903442485307
SENP2,369,0.0764063811922754,93.80352644836272
IGF2BP2,361,0.072544080604534,93.93786733837112
IGF2BP2-AS1,0,0.0,100.0
TRA2B,1462,0.472544080604534,75.44920235096558
ETV5,290,0.05659109991603695,95.13014273719563
ETV5-AS1,0,0.0,100.0
DGKG,30,0.005205709487825357,99.49622166246851
LINC02020,1,0.00016792611251049538,99.98320738874895
LINC02052,1,0.00016792611251049538,99.98320738874895
LINC02051,0,0.0,100.0
CRYGS,89,0.01595298068849706,98.50545759865659
TBCCD1,191,0.03509655751469354,96.79261125104955
DNAJB11,935,0.24601175482787574,84.2989084802687
RP11-573D15.8,3,0.0005037783375314861,99.94962216624685
AHSG,1,0.00033585222502099076,99.98320738874895
FETUB,52,0.012258606213266163,99.12678421494543
HRG,1,0.00016792611251049538,99.98320738874895
KNG1,15,0.0025188916876574307,99.74811083123426
RP11-573D15.9,0,0.0,100.0
EIF4A2,1739,0.5659109991603695,70.79764903442485
RFC4,236,0.04785894206549118,96.0369437447523
RP11-573D15.3,0,0.0,100.0
LINC02043,3,0.0005037783375314861,99.94962216624685
ADIPOQ,131,0.03341729638958858,97.80016792611251
ADIPOQ-AS1,1,0.00016792611251049538,99.98320738874895
ST6GAL1,345,0.06851385390428212,94.20654911838791
RPL39L,326,0.06817800167926112,94.52560873215785
RP11-208N14.4,0,0.0,100.0
RTP1,0,0.0,100.0
MASP1,520,0.11049538203190597,91.26784214945424
RP11-208N14.5,69,0.01343408900083963,98.84130982367758
RTP4,65,0.011586901763224182,98.90848026868177
LINC02041,0,0.0,100.0
SST,3,0.0006717044500419815,99.94962216624685
RTP2,0,0.0,100.0
RP11-211G3.3,0,0.0,100.0
BCL6,1121,0.3195633921074727,81.17548278757347
BCL6-AS1,5,0.0008396305625524769,99.91603694374476
RP11-30O15.1,0,0.0,100.0
RP11-44H4.1,0,0.0,100.0
LINC01991,0,0.0,100.0
RP11-132N15.1,0,0.0,100.0
RP11-132N15.2,0,0.0,100.0
RP11-430L16.1,0,0.0,100.0
LPP-AS2,39,0.007220822837951301,99.34508816120908
LPP,1552,0.418639798488665,73.9378673383711
LPP-AS1,0,0.0,100.0
TPRG1-AS1,7,0.0011754827875734676,99.88245172124265
TPRG1,363,0.10428211586901763,93.90428211586902
TPRG1-AS2,0,0.0,100.0
TP63,905,0.6809403862300588,84.80268681780016
P3H2,188,0.04517212426532326,96.8429890848027
P3H2-AS1,1,0.00016792611251049538,99.98320738874895
CLDN1,988,0.7170445004198153,83.40890008396306
CLDN16,22,0.004030226700251889,99.6305625524769
TMEM207,0,0.0,100.0
IL1RAP,353,0.08245172124265324,94.07220822837952
RP11-268E23.2,0,0.0,100.0
LINC02013,0,0.0,100.0
GMNC,0,0.0,100.0
OSTN,3,0.0005037783375314861,99.94962216624685
OSTN-AS1,0,0.0,100.0
UTS2B,1,0.00016792611251049538,99.98320738874895
CCDC50,1066,0.25054575986565913,82.09907640638119
RP11-197K6.1,0,0.0,100.0
PYDC2,0,0.0,100.0
RP11-655G22.1,0,0.0,100.0
RP11-655G22.3,0,0.0,100.0
FGF12,10,0.0016792611251049538,99.8320738874895
FGF12-AS1,0,0.0,100.0
FGF12-AS2,0,0.0,100.0
FGF12-AS3,0,0.0,100.0
MB21D2,223,0.04298908480268682,96.25524769101595
RP11-143P4.2,0,0.0,100.0
PLAAT1,32,0.005877413937867338,99.46263643996642
ATP13A5,40,0.009739714525608732,99.32829554995803
ATP13A5-AS1,0,0.0,100.0
ATP13A4,179,0.043157010915197316,96.99412258606213
ATP13A4-AS1,0,0.0,100.0
OPA1,657,0.15533165407220823,88.96725440806046
OPA1-AS1,0,0.0,100.0
RP11-528A4.4,0,0.0,100.0
RP11-528A4.5,0,0.0,100.0
LINC02038,0,0.0,100.0
LINC02026,1,0.00016792611251049538,99.98320738874895
RP11-699L21.2,0,0.0,100.0
LINC02028,13,0.0023509655751469353,99.78169605373635
RP11-407B7.3,0,0.0,100.0
RP11-135A1.3,0,0.0,100.0
RP11-135A1.2,5,0.0010075566750629723,99.91603694374476
HES1,1178,0.36826196473551637,80.21830394626365
LINC02036,3,0.0005037783375314861,99.94962216624685
LINC02037,3,0.0005037783375314861,99.94962216624685
LINC02048,2,0.00033585222502099076,99.9664147774979
LINC00887,7,0.001343408900083963,99.88245172124265
RP11-513G11.5,0,0.0,100.0
CPN2,3,0.0005037783375314861,99.94962216624685
LRRC15,961,0.3308144416456759,83.86230058774139
GP5,0,0.0,100.0
ATP13A3,875,0.22770780856423173,85.30646515533165
LINC00884,23,0.0041981528127623844,99.61376994122585
AC108676.1,0,0.0,100.0
TMEM44-AS1,70,0.013266162888329136,98.82451721242653
TMEM44,99,0.018471872376154493,98.3375314861461
AC046143.3,30,0.005373635600335852,99.49622166246851
RP11-534C12.1,16,0.002686817800167926,99.73131821998321
LSG1,490,0.10831234256926953,91.77162048698573
FAM43A,528,0.15432409739714525,91.13350125944585
AC106706.1,0,0.0,100.0
RP11-523O12.1,0,0.0,100.0
LINC01968,0,0.0,100.0
LINC01972,0,0.0,100.0
AC090505.1,0,0.0,100.0
XXYLT1,308,0.0619647355163728,94.82787573467675
XXYLT1-AS1,0,0.0,100.0
XXYLT1-AS2,3,0.0006717044500419815,99.94962216624685
RP11-1D19.1,3,0.0005037783375314861,99.94962216624685
ACAP2,1073,0.2616288832913518,81.98152812762385
ACAP2-IT1,4,0.0006717044500419815,99.9328295549958
PPP1R2,626,0.14223341729638958,89.48782535684299
AC091633.3,0,0.0,100.0
APOD,2076,1.0881612090680102,65.13853904282117
AC069513.4,12,0.00218303946263644,99.7984886649874
MUC20,39,0.007052896725440806,99.34508816120908
MUC4,0,0.0,100.0
LINC01983,2,0.00033585222502099076,99.9664147774979
TNK2,473,0.10881612090680101,92.05709487825357
RP11-352G9.2,1,0.00016792611251049538,99.98320738874895
TNK2-AS1,11,0.0025188916876574307,99.81528127623845
RP11-480A16.3,0,0.0,100.0
TFRC,780,0.23442485306465155,86.90176322418137
LINC00885,49,0.0109151973131822,99.17716204869858
ZDHHC19,4,0.0006717044500419815,99.9328295549958
SLC51A,16,0.002686817800167926,99.73131821998321
PCYT1A,782,0.199328295549958,86.86817800167927
AC069257.8,0,0.0,100.0
DYNLT2B,222,0.047019311502938706,96.272040302267
TM4SF19-AS1,5,0.0011754827875734676,99.91603694374476
TM4SF19,49,0.014105793450881612,99.17716204869858
UBXN7,615,0.12896725440806045,89.67254408060454
UBXN7-AS1,0,0.0,100.0
RNF168,719,0.1566750629722922,87.92611251049539
CTD-2002J20.1,3,0.0005037783375314861,99.94962216624685
SMCO1,0,0.0,100.0
WDR53,111,0.0218303946263644,98.1360201511335
FBXO45,405,0.09420654911838791,93.19899244332494
RP11-200I19.1,0,0.0,100.0
LINC01063,5,0.0008396305625524769,99.91603694374476
NRROS,110,0.019311502938706968,98.15281276238456
PIGX,511,0.11335012594458438,91.41897565071369
CEP19,56,0.009739714525608732,99.05961376994122
PAK2,1230,0.31519731318219985,79.34508816120906
SENP5,353,0.07052896725440806,94.07220822837952
AC127904.2,51,0.008900083963056256,99.14357682619648
NCBP2,819,0.20167926112510495,86.24685138539043
NCBP2-AS1,0,0.0,100.0
NCBP2AS2,543,0.1373635600335852,90.8816120906801
PIGZ,139,0.02653232577665827,97.66582703610412
RP11-21N3.2,3,0.0005037783375314861,99.94962216624685
MELTF,191,0.040973971452560876,96.79261125104955
MELTF-AS1,57,0.01057934508816121,99.04282115869017
DLG1,856,0.21914357682619648,85.62552476910159
DLG1-AS1,1,0.00016792611251049538,99.98320738874895
RP5-1061C18.1,0,0.0,100.0
AC128709.3,1,0.00016792611251049538,99.98320738874895
AC128709.4,0,0.0,100.0
AC128709.2,0,0.0,100.0
LINC02012,23,0.004030226700251889,99.61376994122585
BDH1,386,0.12493702770780857,93.51805205709488
RP11-496H1.2,9,0.0015113350125944584,99.84886649874055
RP11-496H1.3,31,0.005205709487825357,99.47942905121747
AC024560.2,4,0.0006717044500419815,99.9328295549958
RP11-496H1.4,6,0.0010075566750629723,99.8992443324937
RUBCN,313,0.06263643996641478,94.7439126784215
FYTTD1,867,0.21763224181360202,85.44080604534005
RP11-803P9.1,1,0.00016792611251049538,99.98320738874895
LRCH3,391,0.07422334172963896,93.43408900083962
AC055764.1,0,0.0,100.0
IQCG,142,0.03207388748950462,97.61544920235097
RPL35A,3924,7.088497061293031,34.10579345088161
LMLN,90,0.01645675902602855,98.48866498740554
RP11-643E20.1,2,0.00033585222502099076,99.9664147774979
LMLN-AS1,0,0.0,100.0
ZNF595,93,0.016792611251049538,98.4382871536524
ZNF718,44,0.008228379513014274,99.26112510495382
CH17-262A2.1,4,0.0006717044500419815,99.9328295549958
ZNF732,1,0.00016792611251049538,99.98320738874895
RP11-478C6.7,2,0.00033585222502099076,99.9664147774979
ZNF141,186,0.03392107472712007,96.8765743073048
RP11-2H3.7,0,0.0,100.0
RP11-2H3.6,6,0.0010075566750629723,99.8992443324937
ZNF721,354,0.07069689336691856,94.05541561712847
PIGG,436,0.09874055415617128,92.67842149454239
TMEM271,82,0.01662468513853904,98.62300587741395
RP11-1263C18.2,36,0.006381192275398824,99.39546599496222
PDE6B,31,0.005205709487825357,99.47942905121747
PDE6B-AS1,2,0.00033585222502099076,99.9664147774979
RP11-1191J2.5,14,0.0023509655751469353,99.7649034424853
