,n_cells_by_counts,mean_counts,pct_dropout_by_counts
TTLL10,10,0.0016792611251049538,99.8320738874895
TNFRSF18,296,0.07052896725440806,95.02938706968934
TNFRSF4,154,0.031570109151973134,97.41393786733838
SDF4,1403,0.42350965575146937,76.43996641477749
B3GALT6,399,0.08429890848026868,93.29974811083123
C1QTNF12,253,0.08849706129303106,95.75146935348447
RP5-902P8.12,5,0.0008396305625524769,99.91603694374476
UBE2J2,847,0.21662468513853905,85.77665827036104
LINC01786,0,0.0,100.0
SCNN1D,185,0.06498740554156171,96.89336691855584
ACAP3,709,0.2151133501259446,88.09403862300587
PUSL1,378,0.08547439126784215,93.65239294710328
INTS11,766,0.20654911838790932,87.13685978169605
RP5-890O3.9,0,0.0,100.0
CPTP,533,0.12275398824517213,91.0495382031906
TAS1R3,15,0.0028547439126784214,99.74811083123426
DVL1,631,0.16675062972292193,89.40386230058775
MXRA8,1782,0.6836272040302267,70.07556675062972
AURKAIP1,1398,0.48480268681780014,76.52392947103274
CCNL2,966,0.30142737195633923,83.77833753148614
MRPL20-AS1,184,0.03727959697732997,96.91015952980689
MRPL20,1785,0.7068010075566751,70.02518891687657
MRPL20-DT,14,0.0025188916876574307,99.7649034424853
ANKRD65,177,0.035768261964735516,97.02770780856423
RP4-758J18.7,0,0.0,100.0
TMEM88B,21,0.0036943744752308983,99.64735516372795
LINC01770,7,0.0011754827875734676,99.88245172124265
VWA1,610,0.15298068849706128,89.75650713685978
ATAD3C,65,0.011418975650713686,98.90848026868177
ATAD3B,436,0.11032745591939547,92.67842149454239
ATAD3A,401,0.09403862300587741,93.26616288832913
TMEM240,55,0.009907640638119228,99.07640638119227
SSU72,1529,0.5743073047858942,74.32409739714525
RP5-832C2.5,33,0.006045340050377834,99.44584382871537
FNDC10,344,0.07489504617968094,94.22334172963896
RP11-345P4.12,10,0.0018471872376154492,99.8320738874895
RP11-345P4.9,133,0.027036104114189757,97.76658270361041
MIB2,664,0.2139378673383711,88.8497061293031
MMP23B,432,0.09151973131821999,92.7455919395466
CDK11B,272,0.053232577665827036,95.43240973971453
RP11-345P4.10,33,0.005709487825356843,99.44584382871537
SLC35E2B,806,0.19395465994962216,86.46515533165407
CDK11A,206,0.039798488664987405,96.54072208228379
NADK,688,0.17145256087321578,88.44668345927792
GNB1,1925,0.7323257766582704,67.67422334172963
RP1-140A9.1,2,0.00033585222502099076,99.9664147774979
CALML6,6,0.0010075566750629723,99.8992443324937
TMEM52,37,0.0068849706129303105,99.37867338371117
CFAP74,3,0.0005037783375314861,99.94962216624685
RP11-547D24.1,0,0.0,100.0
GABRD,11,0.0020151133501259445,99.81528127623845
RP11-547D24.3,0,0.0,100.0
PRKCZ,281,0.06465155331654072,95.28127623845508
RP5-892K4.1,6,0.0010075566750629723,99.8992443324937
PRKCZ-AS1,9,0.0015113350125944584,99.84886649874055
FAAP20,1222,0.3378673383711167,79.47942905121747
RP11-181G12.4,2,0.00033585222502099076,99.9664147774979
SKI,918,0.21662468513853905,84.58438287153652
RP11-181G12.8,23,0.0041981528127623844,99.61376994122585
MORN1,83,0.01494542401343409,98.6062132661629
RP4-713A8.1,0,0.0,100.0
RP4-740C4.7,25,0.004869857262804366,99.58018471872376
RER1,1302,0.49924433249370276,78.1360201511335
PEX10,379,0.0873215785054576,93.63560033585222
PLCH2,373,0.11536523929471033,93.73635600335852
RP3-395M20.2,0,0.0,100.0
RP3-395M20.3,0,0.0,100.0
PANK4,163,0.03173803526448363,97.26280436607892
HES5,45,0.008564231738035265,99.24433249370277
RP3-395M20.12,53,0.010243492863140219,99.10999160369437
TNFRSF14-AS1,34,0.006213266162888329,99.42905121746432
TNFRSF14,745,0.16423173803526447,87.4895046179681
RP3-395M20.9,7,0.0011754827875734676,99.88245172124265
PRXL2B,274,0.05356842989084803,95.39882451721242
MMEL1,12,0.002686817800167926,99.7984886649874
MMEL1-AS1,0,0.0,100.0
TTC34,14,0.002686817800167926,99.7649034424853
ABC14-1188822O7.2,0,0.0,100.0
ABC14-1188822O7.1,0,0.0,100.0
RP11-740P5.2,0,0.0,100.0
RP11-740P5.4,0,0.0,100.0
RP11-740P5.3,0,0.0,100.0
RP5-907A6.1,0,0.0,100.0
ACTRT2,0,0.0,100.0
PRDM16-DT,19,0.0033585222502099076,99.68094038623005
PRDM16,29,0.005037783375314861,99.51301427371956
RP1-163G9.2,0,0.0,100.0
RP11-22L13.1,1,0.00016792611251049538,99.98320738874895
RP4-785P20.3,1,0.00016792611251049538,99.98320738874895
RP4-785P20.2,1,0.00016792611251049538,99.98320738874895
ARHGEF16,83,0.016960537363560034,98.6062132661629
RP11-168F9.2,1,0.00033585222502099076,99.98320738874895
MEGF6,874,0.2433249370277078,85.3232577665827
RP11-46F15.2,2,0.00033585222502099076,99.9664147774979
TPRG1L,817,0.21259445843828714,86.28043660789253
WRAP73,268,0.055079764903442484,95.49958018471872
TP73,147,0.03173803526448363,97.53148614609572
TP73-AS3,0,0.0,100.0
TP73-AS2,0,0.0,100.0
CCDC27,0,0.0,100.0
SMIM1,42,0.008396305625524769,99.29471032745592
LRRC47,681,0.19748110831234256,88.56423173803528
RP1-286D6.5,1,0.00016792611251049538,99.98320738874895
CEP104,328,0.06700251889168765,94.49202350965575
DFFB,64,0.011754827875734676,98.92527287993282
C1orf174,350,0.07556675062972293,94.12258606213267
LINC01134,2,0.0005037783375314861,99.9664147774979
LINC01346,3,0.0005037783375314861,99.94962216624685
LINC01345,0,0.0,100.0
LINC02780,0,0.0,100.0
RP11-718D19.2,1,0.00016792611251049538,99.98320738874895
LINC01777,0,0.0,100.0
RP5-1166F10.2,0,0.0,100.0
RP1-37J18.1,0,0.0,100.0
LINC01646,0,0.0,100.0
AJAP1,22,0.0038623005877413937,99.6305625524769
RP1-77N19.1,0,0.0,100.0
RP4-603B14.2,0,0.0,100.0
LINC02781,0,0.0,100.0
LINC02782,0,0.0,100.0
RP4-703E10.1,0,0.0,100.0
RP1-58B11.2,0,0.0,100.0
RP1-58B11.3,0,0.0,100.0
RP1-58B11.1,0,0.0,100.0
RP11-154H17.1,0,0.0,100.0
